,episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0,1.0,0.06,1.0762850753297173e-13,5.794440746044492e-13,0.0,6.076679603950197e-08,6.283185295891098,0.0,1.076295626296576e-11,5.7941363506506226e-11,-0.5797634895100112,3.0382628327759436e-06,-5.644270382427456e-07,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
1,1.0,0.12000000000000001,-3.5956823376980418e-09,1.5967687842685217e-08,0.0,6.282585648960229,0.00030228767699735926,0.0,-3.0257228746237096e-07,5.195986766436365e-07,-1.1600441563192696,-0.05880758920585114,0.01357900573994911,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
2,1.0,0.18,-7.632359207445862e-08,-9.286151307618408e-08,0.0,6.278815694345985,0.0013337394290351412,0.0,-2.2055967787611214e-06,-4.87726026981541e-06,-1.7449497006505554,-0.07242203412852882,0.023580061346361574,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
3,1.0,0.23999999999999996,-1.9935332470166402e-07,-3.6801959029511785e-07,0.0,6.274129932985108,0.0033170932878130444,0.0,2.2490938944757584e-07,2.0466358968941388e-06,-2.33438774929975,-0.09294387991447599,0.04731038995358959,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
4,1.0,0.3,7.008763079485309e-07,2.0136235152932012e-06,0.0,6.26821353494792,0.006722927638858955,0.0,3.952377786301823e-05,9.877944170439654e-05,-2.931590412182108,-0.11341078657542117,0.0709903335079512,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
5,1.0,0.36000000000000004,6.960030924547704e-06,1.620107841008947e-05,0.0,6.261069821477509,0.011547572731040567,0.0,0.00019515140152936018,0.0004210203752086641,-3.5387610115448074,-0.13382097578765428,0.09459668473127522,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
6,1.0,0.4200000000000001,2.964989653535289e-05,6.177481527225684e-05,0.0,6.252702297825763,0.017785719933852917,0.0,0.0006151966057876282,0.0011835402275524047,-4.158230065711615,-0.15416683661565989,0.11809733483043386,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
7,1.0,0.48000000000000015,9.132470269760175e-05,0.00017406798369953055,0.0,6.2431148608723674,0.025430274076935433,0.0,0.0015376001973379035,0.002699685177040723,-4.792481602940032,-0.17444570418263644,0.14146510053038874,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
8,1.0,0.5400000000000001,0.00023209865682535498,0.00041071502996740467,0.0,6.232311639417876,0.03447246909844637,0.0,0.00331336244253934,0.005402832526927169,-5.444177746746246,-0.1946495078530665,0.16467124171690745,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
9,1.0,0.6000000000000002,0.000517188461931076,0.000859558688557124,0.0,6.22029729460748,0.044901766669664056,0.0,0.006432230949150244,0.009870257608539533,-6.116185890535647,-0.21476661615620854,0.1876851335340369,0.0,467.1716686189986,466.0684163227484,467.099906713744,467.19122140826005
