,episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0,1.0,0.19999999999999998,-6.17094455308191e-05,-1.9438601144135747e-07,99.81232994044751,6.282973537334424,0.05126068946760309,0.0,-0.0011273610597869236,-3.998110566512463e-06,-1.8818255136500226,-0.0023560412983532324,0.4536886299072579,0.0,-0.268344092597701,99.85742216347887,100.03867730825283,99.78101683646882,2.121051239105515
1,1.0,0.4000000000000001,-0.0005136475999658604,-1.830280668765159e-06,99.2428812595836,6.2822745016318216,0.19134534346013243,0.0,-0.0021469795301449633,-5.4735178658932616e-06,-3.829210522882247,-0.004890882118912298,0.891025489483516,0.0,-0.42763811458769263,99.93539662622054,100.30153015317106,100.02496343180819,-1.0752805616982837
2,1.0,0.6000000000000002,0.000829751982098683,8.47624475106021e-06,98.27212123597543,6.2811213902570096,0.4149802767283539,0.0,0.023491847220467217,0.00016253843868168895,-5.90200860862881,-0.0068365234657054115,1.2969939512018778,0.0,-0.37920849344614427,100.07205376875972,100.21747747165968,100.00497006092648,-12.033910129563791
3,1.0,0.8000000000000004,0.012794897243769754,9.807225299387972e-05,96.87305813209595,6.279359300802163,0.714297728529866,0.0,0.10356662421883561,0.0008519485195445852,-8.106693697213602,-0.011233126226827489,1.6589402412737688,0.0,-0.38108241468249315,100.03604883732045,100.0771799581479,99.59563420323852,-21.347516564301294
4,1.0,1.0000000000000004,0.04069062577028303,0.00041248421001098155,95.02362707583083,6.276828397926154,1.0802330176223043,0.0,0.1553816452161044,0.002508145111480454,-10.403581541318001,-0.014396672037899266,1.9738019150722368,0.0,-0.4486505765976739,100.3080139561613,100.19773015767989,99.85138267035448,-24.714659091108672
5,1.0,1.2000000000000006,0.06260124939835737,0.0012644308087603976,92.69874882121182,6.273366663915073,1.5030930035829435,0.0,0.04162362843603763,0.006733857311366793,-12.89940325097057,-0.02088935999456924,2.2379969532514923,0.0,-0.10537657077605278,100.30869526304276,100.24798576745974,99.53635099624748,-22.429285316095644
6,1.0,1.4000000000000008,0.07094510321389366,0.003517572309118809,89.8404128972941,6.268686710362411,1.9733408773254695,0.0,0.1574042449045911,0.01662569740884162,-15.70340836459223,-0.026482449350472843,2.454806248525213,0.0,0.11975181481085767,100.4078268372849,100.19453239151392,99.58012291991298,-15.446487476129137
7,1.0,1.600000000000001,0.19689705514021838,0.007466266812911323,86.46026005454505,6.263089127031748,2.4818468573689074,0.0,1.2681141302668533,0.018405621167018868,-17.833087967413213,-0.029831439986951133,2.6258758979828705,0.0,-0.18487358815434707,100.25673086354197,100.09475768366075,99.72434552269637,-4.684027803291949
8,1.0,1.8000000000000012,0.5874414109903053,0.007580244838562814,82.85446629802327,6.25698151862184,3.0203072163823084,0.0,2.4725462972966072,-0.027112443835767084,-17.880021535360548,-0.031401951673683544,2.7577048826477757,0.0,-0.6424608536766564,100.0354587323453,99.83975566189254,99.6631204595682,9.031360678268452
9,1.0,2.0000000000000013,1.07553319419276,-0.006050857692041164,79.37082784681061,6.2506380827777015,3.581939261210909,0.0,2.155421324958172,-0.1100373886704592,-17.030682939848134,-0.032102426612254875,2.8593855374175297,0.0,-0.30400549605619837,99.93823145915282,100.04206790534488,99.96100100532314,25.028090364746852
10,1.0,2.2000000000000015,1.416531488252259,-0.03487853487871615,75.96140673611491,6.2441654735616545,4.161454539754388,0.0,1.3543146836228406,-0.17333186952604646,-17.260821453273934,-0.0326816604811111,2.9374234683535465,0.0,0.09613820409717672,99.75822159448504,100.01855629439916,99.9506668058039,42.78088925715642
11,1.0,2.4000000000000017,1.678812989660248,-0.07501194140628432,72.43756259606587,6.237697710419148,4.754920811081885,0.0,1.3481716079899322,-0.23141784417944047,-17.93626790724906,-0.03192007663667544,2.9992016904029453,0.0,0.12520304729402,99.75440081821647,100.11543536364249,100.19433811388993,61.909281872085785
12,1.0,2.600000000000002,1.9161573821921938,-0.1281569887386956,68.7880240807868,6.231776427228766,5.359393250633726,0.0,0.777512357905253,-0.2933639617062269,-18.726616320714356,-0.026794913781101198,3.0470019359180576,0.0,0.13682529577079378,99.6992663239952,99.59882438014672,100.1552846541148,82.14962713649427
13,1.0,2.800000000000002,1.8991774536332362,-0.18303088277660573,64.76227197130014,6.2265826774212165,5.972259830374666,0.0,-0.9919598331288957,-0.215808706457107,-22.24802903896373,-0.024961637610058186,3.0829680594135023,0.0,0.011721487912546708,99.65715902898738,99.81773659934835,100.01491857843841,103.24384605672269
14,1.0,3.000000000000002,1.633078194819751,-0.19576948186716953,59.575971857099105,6.221739968719838,0.30811831513945265,0.0,-1.10064039104384,0.12869017588905074,-30.22853872043593,-0.023301394810518187,3.10851824968022,0.0,0.258200020303204,99.44965794956995,99.87238779166496,100.05099693465287,124.95555843281495
15,1.0,3.2000000000000024,1.6713627326247096,-0.12413410846311797,52.57971931413209,6.217367739920052,0.9319153197699794,0.0,1.6170967209551823,0.5846367053518077,-39.614695934658265,-0.020107645644927723,3.130381594405922,0.0,0.4514420272252469,99.76934553372604,99.88178289177785,100.22820816620322,147.16113670705045
16,1.0,3.4000000000000026,2.094821851102907,0.0412823732515636,43.708150189744195,6.213568973919243,1.5593408275416634,0.0,2.045839133982736,1.117194329085677,-49.74170282622265,-0.017636659174842192,3.1445260644495776,0.0,0.5635367096791901,99.48031028407642,99.86057827625443,100.12881191793132,169.74348688447213
