,episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0,1.0,0.06,-2.3301618727937237e-07,-3.587017939005423e-08,0.008882037095555146,6.283146169883423,0.00018662328266838557,0.0,-2.0821598671216363e-05,-3.7167449406882506e-06,0.2960379444412796,-0.001989990304397962,0.008700736181289328,0.0,494.13193573583686,494.7727564178773,496.0473509750989,495.9012377970381,-1.9973354695372438
1,1.0,0.12000000000000001,-7.965473473136927e-06,-1.545202542731976e-06,0.03113872654130369,6.28260049878498,0.00022874873481892877,0.0,-0.0002777923043536446,-7.596136548489011e-05,0.4458045390141746,-0.02970401436239846,-0.024459424518762013,0.0,452.9484360388296,450.274211159505,454.5540990985272,452.32815371908816,-3.9879967047776574
2,1.0,0.18,-2.3831703658904977e-05,-2.4195691524304417e-05,0.060047178645475596,6.280865564443989,6.282009487516667,0.0,-0.0001106289279364334,-0.0008510759022598363,0.5177799407149712,-0.027383809702480236,-0.02138840771571923,0.0,427.9540309078004,428.21523173099484,428.09364221106665,428.2907164136055,-5.96999695940257
3,1.0,0.23999999999999996,2.623143639798917e-06,-0.00013654832389209257,0.09679617019721128,6.2788754750892615,6.280524126303391,0.0,0.001150643909448211,-0.0030988225421434085,0.7070872382800657,-0.04842240415181724,-0.03252355388190774,0.0,465.10371773245583,464.2308458996762,465.5189072768661,463.86949791993453,-7.940999859783666
4,1.0,0.3,0.0001393864420621699,-0.00043092348115732166,0.14414009906300995,6.276653376813064,6.2789784126306145,0.0,0.003599788607493502,-0.006991737860819029,0.8709307975923531,-0.020678976370916743,-0.014844759692007206,0.0,457.5325257728399,458.9375244100002,455.1467322284334,457.36064203735515,-9.897928923041729
5,1.0,0.36000000000000004,0.0004560269937880552,-0.00100584349439992,0.20175313885902685,6.275602849179762,6.278045950339397,0.0,0.007057777466364779,-0.012300684394976254,1.04935551134559,-0.011822452317605332,-0.016971215179519224,0.0,462.3494586784134,462.18202250302784,461.1951867069202,461.89416120858954,-11.837841542530477
6,1.0,0.4200000000000001,0.0009853491977926008,-0.0018971348214482805,0.26691164686715735,6.274695439192421,6.276915516946392,0.0,0.010690961270078172,-0.0174867696835673,1.1225241856361972,-0.02271375105063006,-0.02286877356983698,0.0,430.24156178572406,429.7420405865769,429.3401697955636,428.41530249954087,-13.758632793676101
7,1.0,0.48000000000000015,0.0017721596360158623,-0.0031405250021853555,0.33888874522563706,6.273814842290529,6.275575501320212,0.0,0.015684152287545005,-0.0240776868134821,1.2765507806714385,-0.0021327907856762947,-0.021284267808272257,0.0,454.2267849764045,454.35380884726845,454.87727291511396,456.52231243490047,-15.65843997549987
8,1.0,0.5400000000000001,0.0028715387380196787,-0.004774739272183709,0.41799077086725367,6.273489853303328,6.274048360132298,0.0,0.021098987512007263,-0.03041681216558948,1.3600860261226597,-0.012961292274719762,-0.03546233280654544,0.0,432.61027027250316,431.41474053462395,435.03172865306414,434.12425135451906,-17.535336627642756
9,1.0,0.6000000000000002,0.004324669713810287,-0.006793156063636533,0.5015855572150663,6.272594287457434,6.272015102438889,0.0,0.02753958500038602,-0.036943807895054734,1.4263233184607207,-0.019177539971799534,-0.03091145238951252,0.0,427.3157604774135,427.702968896532,428.6205117932885,428.0920320607719,-19.38819630821147
10,1.0,0.6600000000000003,0.006247729321157554,-0.00926407591159903,0.5930583484522802,6.271615896390365,6.2696222756936315,0.0,0.03679019816987732,-0.04554051300174616,1.6225077482849117,-0.011107466918164534,-0.07162051846475263,0.0,471.5754914663999,468.41953113062016,466.5324257395067,467.16214729814715,-21.214932345245614
11,1.0,0.7200000000000003,0.008812056216329517,-0.01228716833808709,0.6975989462492049,6.270632231661535,6.265056921660982,0.0,0.04922309496308805,-0.055322533082944735,1.861810765331596,-0.029915416430804913,-0.08698887798981733,0.0,481.67091984618474,480.5031741134169,482.8365874536096,481.4157587945006,-23.011982428737177
12,1.0,0.7800000000000004,0.01213750926550687,-0.015856987550783422,0.8111363200200498,6.269407505914533,6.259945521859056,0.0,0.062120126652402886,-0.06381078097902547,1.9226553348109932,-0.006124042107597219,-0.08181741366325915,0.0,426.04689689778616,426.48248382559046,428.30590134622304,430.3243612929742,-24.777039881776048
13,1.0,0.8400000000000004,0.016331168810202086,-0.019953067047493993,0.9281479889442745,6.269057671147975,6.255019379562771,0.0,0.07813503588297638,-0.07275803055806684,1.9776267886497467,-0.005249998357432865,-0.0826780920956148,0.0,426.2718149459787,426.19247744972824,425.99007908301354,426.06490593978737,-26.509480755850074
14,1.0,0.9000000000000005,0.02167534012051732,-0.02463828792394866,1.051705359302426,6.269056716521966,6.250267677290488,0.0,0.10053514712960175,-0.0834275360977891,2.1406434565983363,0.008806429560455966,-0.073011565245082,0.0,460.2671489311589,461.0266806534556,459.409179451004,460.5223151142753,-28.207863236472686
15,1.0,0.9600000000000005,0.02835132645909769,-0.029911183812931043,1.1815699856256192,6.270149043173319,6.245970255246483,0.0,0.12240321053683431,-0.0922537082700505,2.1880729538727848,0.0323739726425202,-0.06898458498377674,0.0,424.4645438153434,424.80576026308484,423.52564330938105,425.54771899073876,-29.87087099386661
16,1.0,1.0200000000000005,0.03661678452662328,-0.03575400186500593,1.3194391434054902,6.2719821196592935,6.2417456767697495,0.0,0.1535951268298399,-0.10227534938655035,2.407111675614122,0.026631771477892602,-0.07342229523143703,0.0,478.46894298487535,478.12757589058845,477.5347967360377,477.09683507208064,-31.49675048676245
