,episode,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
19,3.0,0.23999999999999996,1.1501483171547125e-06,-3.5143943958446967e-06,0.7178847997063244,0.016402627827922345,0.005386388293251443,0.0,3.927372437689205e-05,-0.00012089040314217848,-2.3614603355037382,0.13503204669723257,0.0449033004615844,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455344925929263
20,3.0,0.3,6.374222232795951e-06,-1.9605483850465996e-05,0.5580575655172214,0.025031942442637956,0.008222284016178527,0.0,0.00015042950429785797,-0.0004636701400832183,-2.967457890553356,0.15726397500971545,0.05160908755049866,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455344925929263
21,3.0,0.36000000000000004,2.2445429302670923e-05,-6.92494814783055e-05,0.3615545964438445,0.03480070392477863,0.01140530730910072,0.0,0.00041395345318818056,-0.0012809184033420091,-3.584329987700194,0.17206932543726605,0.05578436088792528,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455344925929263
22,3.0,0.4200000000000001,6.152467126398835e-05,-0.00019056456052569425,0.1276528824702902,0.04528510288036802,0.014790359738380943,0.0,0.0009348679099181299,-0.002909418622697324,-4.214449845748075,0.17960106360590725,0.05765272365146141,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455344925929263
23,3.0,0.48000000000000015,0.0001428972242785924,-0.00044476267634703,0.0,0.056097295888875465,0.01825532637135474,0.0,0.0018454518323230255,-0.005782000695628628,-4.860229856000059,0.18137976727951843,0.057941356059957,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
24,4.0,0.06,-1.2433674398786946e-09,6.01961046653471e-09,0.9824373727900843,0.0009529464250155328,0.0002802557767411784,0.0,-1.0556452452593864e-07,4.4607285874889043e-07,-0.5855202889447859,0.03652647970571402,0.012671260671004606,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
25,4.0,0.12000000000000001,-2.6729218890317668e-08,9.630568635951678e-08,0.9297003244658206,0.004084488615762716,0.0013092829816852003,0.0,-6.871944340350365e-07,2.348625896994186e-06,-1.1727796782355326,0.07264343357142401,0.02486532804172027,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
26,4.0,0.18,3.5453801868347275e-08,-8.479741560464583e-08,0.8416178927366103,0.009301241436320495,0.0030406037846297806,0.0,4.6958873288699604e-06,-1.4356796366043933e-05,-1.7640039475519569,0.10616816426292931,0.035828826417991816,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
27,4.0,0.23999999999999996,1.1503532643328377e-06,-3.511451484914381e-06,0.7178843275898281,0.01638349925443716,0.005385404329567578,0.0,3.927439957655109e-05,-0.00012076841982261251,-2.3614645534081156,0.13488476444162198,0.044892825729075464,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
28,4.0,0.3,6.374141318149711e-06,-1.9585525384882314e-05,0.5580568042341952,0.025003399257134795,0.008220587645370259,0.0,0.00015041650807066646,-0.000463171514587173,-2.967463321469232,0.1570956430644618,0.05159483999972582,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
29,4.0,0.36000000000000004,2.2443374066444962e-05,-6.917540696355198e-05,0.3615534755816191,0.034761742115295036,0.011402680968778611,0.0,0.0004138941892825656,-0.0012795140637591007,-3.5843365553508133,0.171888119280425,0.05576660355291176,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
30,4.0,0.4200000000000001,6.151607860345436e-05,-0.00019035689777111448,0.12765133636373646,0.045235153962786434,0.014786611719050491,0.0,0.0009346973556669454,-0.0029062097622256002,-4.214457486616483,0.17941476765951508,0.057632240878658654,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339250300972
31,4.0,0.48000000000000015,0.00014287228944652344,-0.00044427427803745144,0.0,0.05603615872443157,0.01825032222614187,0.0,0.0018450583175293085,-0.005775614634847343,-4.86023849647462,0.18119296243152028,0.0579195230598392,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
32,5.0,0.06,-1.2419106075311683e-09,6.010583191392393e-09,0.9824372334118882,0.0009530058234439309,0.0002803548077521256,0.0,-1.0543440356419333e-07,4.4538403146970946e-07,-0.5855249364238335,0.0365283255986294,0.012675349239988365,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
33,5.0,0.12000000000000001,-2.666988508896408e-08,9.607271324779856e-08,0.9296997756643535,0.004084668668255631,0.0013097867866216362,0.0,-6.847869192454392e-07,2.3400325623494098e-06,-1.172788684224203,0.07264558816065354,0.02487604228397558,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
34,5.0,0.18,3.588098205127022e-08,-8.61211025671435e-08,0.8416166900231579,0.009301499603667551,0.003041952947739901,0.0,4.707500198635644e-06,-1.4387548781647205e-05,-1.7640167483356597,0.10616867807762173,0.035848099634316406,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
35,5.0,0.23999999999999996,1.1521682826351617e-06,-3.5156243060854683e-06,0.7178822673082216,0.01638368233569487,0.005388106809797399,0.0,3.931354785760047e-05,-0.00012083599891041859,-2.361480350312349,0.13488169835785527,0.044920650218366054,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
36,5.0,0.3,6.380139294082519e-06,-1.9594925086477628e-05,0.5580537344044001,0.02500326011905951,0.00822511472130305,0.0,0.0001505265996261373,-0.00046328040784564153,-2.967481189085002,0.15708753528993732,0.05162963886505836,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
37,5.0,0.36000000000000004,2.2460220459405124e-05,-6.919209661811193e-05,0.3615492979646955,0.03476099222592044,0.0114093918520215,0.0,0.00041416407152422005,-0.0012796474427593126,-3.5843556330558255,0.1718751513416,0.05580588286392942,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
38,5.0,0.4200000000000001,6.155772155001629e-05,-0.00019038101648306545,0.12764599937822782,0.04523353334692892,0.014795718023515647,0.0,0.0009352840502280934,-0.0029063177255530285,-4.214477066451844,0.1793976974200865,0.05767339463082606,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455339664390041
39,5.0,0.48000000000000015,0.00014296481685331238,-0.0004443021106379762,0.0,0.056033491843839656,0.018261897311535158,0.0,0.0018462125604418182,-0.005775617095656925,-4.860258341117699,0.18117482681117353,0.05796065534493352,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
40,6.0,0.06,-1.2890674315783509e-09,5.897281599762846e-09,0.9824373462349208,0.0009383825403492807,0.000288577460922923,0.0,-1.0911118769826588e-07,4.3773134152145485e-07,-0.5855211764276386,0.0360728151413085,0.013013934467218794,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
41,6.0,0.12000000000000001,-2.752720097139336e-08,9.467105031784343e-08,0.929700197267546,0.004028406172055021,0.0013460978941317592,0.0,-7.067189346199562e-07,2.3095376041965304e-06,-1.1727821494024593,0.07174259906087899,0.025536805009873063,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
42,6.0,0.18,3.649296914491576e-08,-8.478467680837838e-08,0.8416175390512812,0.009178193702022774,0.003124621626658275,0.0,4.830823479095427e-06,-1.4184950101162546e-05,-1.7640090345809993,0.10485239087586783,0.03679188684508989,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
43,6.0,0.23999999999999996,1.182774702259175e-06,-3.4683228083967134e-06,0.7178835589202467,0.016170996935053417,0.005532655006503795,0.0,4.037205323595216e-05,-0.00011923469703342657,-2.361473321898305,0.13321326749180812,0.04609205349266024,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
44,6.0,0.3,6.5512385314039044e-06,-1.933764364215965e-05,0.5580553710498162,0.024683057798558394,0.00844355619392445,0.0,0.000154562197064093,-0.0004572658955088217,-2.967476761588586,0.15514853629430736,0.05296303446944445,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
45,6.0,0.36000000000000004,2.306051770034446e-05,-6.829507161622816e-05,0.3615510762373309,0.034319955813987946,0.011709861707878133,0.0,0.00042518340885693955,-0.0012631950220216865,-3.5843554524334142,0.1697558166004766,0.057233768594673606,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
46,6.0,0.4200000000000001,6.319348084277412e-05,-0.00018793059045914086,0.12764762093318047,0.04466331947713709,0.015182605557474638,0.0,0.0009599733693026715,-0.0028691296627527886,-4.214482722620574,0.17718881570576434,0.05913732893745659,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455341551671665
47,6.0,0.48000000000000015,0.0001467400805067205,-0.00043860593789911406,0.0,0.05533034597091735,0.018736633096622768,0.0,0.0018945804230005344,-0.005701842050444198,-4.860271052204484,0.17894658957298715,0.05942518859320986,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
48,7.0,0.06,-1.1671640299638645e-09,5.738965409777751e-09,0.9824352232877529,0.0009363696474249394,0.00027178413116057953,0.0,-9.93714257845604e-08,4.258284240545485e-07,-0.5855919613446686,0.03600994495048147,0.0123207420488705,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
49,7.0,0.12000000000000001,-2.4826348150283032e-08,9.079614540092717e-08,0.9296917813300224,0.004020153188738718,0.00127163681511977,0.0,-6.251307057624764e-07,2.1702695286843656e-06,-1.172921220858032,0.07160233577493454,0.02417570882498752,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
50,7.0,0.18,4.110901796097112e-08,-1.0532619146143213e-07,0.8415989396284819,0.009158735229796378,0.0029543788176606967,0.0,4.71927505990988e-06,-1.463346867871839e-05,-1.7642095648602079,0.10462225034580706,0.03483422241599991,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
51,7.0,0.23999999999999996,1.1393698457863075e-06,-3.526136187303235e-06,0.7178514019498861,0.01613489209483987,0.005233742643030226,0.0,3.852413489247818e-05,-0.00012003498745323285,-2.3617249145491797,0.13288679621284247,0.043647676812573165,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
52,7.0,0.3,6.24508785258052e-06,-1.9443846379759074e-05,0.5580069714974981,0.024624766381244,0.007990163982518617,0.0,0.00014681670852064813,-0.0004580146699543203,-2.967766842483546,0.15472696730227684,0.05016727291479538,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
53,7.0,0.36000000000000004,2.190975005359793e-05,-6.841443352409969e-05,0.36148450188222814,0.03423434152469973,0.011084251571881865,0.0,0.0004032324959558443,-0.0012626974021735407,-3.584671525177676,0.16925288855819448,0.05422909068991961,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
54,7.0,0.4200000000000001,5.995476000957509e-05,-0.00018792437062844797,0.12756162081061762,0.04454613533241236,0.01437499702314149,0.0,0.0009098487979084166,-0.0028650739136276216,-4.21481459782846,0.17662397159032406,0.056049441316219265,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553404181238685
55,7.0,0.48000000000000015,0.00013912884872948765,-0.00043815964747383575,0.0,0.055178645990697106,0.017743666844113548,0.0,0.0017953312033860394,-0.0056906328665353705,-4.860614766973182,0.17835143779333423,0.056333114186136214,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
56,8.0,0.06,-9.094556024665797e-10,4.695688168965476e-09,0.9824278331102497,0.0008607278328067736,0.00023916415053282236,0.0,-7.832841849304937e-08,3.508419436698838e-07,-0.5858383766635386,0.033616762756917246,0.010954900224414872,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
57,8.0,0.12000000000000001,-1.852371744724437e-08,7.124422263248227e-08,0.9296624040262683,0.0037269751336088675,0.0011252500077949534,0.0,-4.2464704040684246e-07,1.5582568746095722e-06,-1.1734080322902378,0.06686047001102798,0.021469351690997278,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
58,8.0,0.18,5.6662530594856824e-08,-1.678975316788921e-07,0.8415337601375739,0.008515264508409004,0.00261667159366219,0.0,4.657284696517463e-06,-1.5184352972973004e-05,-1.7649167150596026,0.09773547751254658,0.03088877857033239,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
59,8.0,0.23999999999999996,1.0749177092944147e-06,-3.4974712846352734e-06,0.7177381738384798,0.015025980870601252,0.004635223658747023,0.0,3.52197937270186e-05,-0.00011520172270395209,-2.362620181964299,0.12420808996374337,0.038644601276138286,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
60,8.0,0.3,5.685835768898691e-06,-1.8596199239259954e-05,0.5578356122322616,0.022959115783085515,0.007073478930320398,0.0,0.0001319528958698757,-0.00043251274067304104,-2.9688104127732573,0.14471894757527035,0.04434872721034282,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
61,8.0,0.36000000000000004,1.969803291879665e-05,-6.464829161117643e-05,0.36124735348781306,0.031947820923375225,0.009806926768116675,0.0,0.0003598617177224167,-0.0011851510923675515,-3.5858226000289166,0.15842093827667195,0.04786882942225256,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
62,8.0,0.4200000000000001,5.3572178747825055e-05,-0.00017661824331673465,0.12725320873360652,0.04160177179500213,0.012710374900481547,0.0,0.0008090535491814079,-0.0026818413291448957,-4.216041580832394,0.1654389355375747,0.049413076742141286,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.4553689570485915
63,8.0,0.48000000000000015,0.00012388739041548736,-0.00041066897231871143,0.0,0.051562800793983676,0.015679453548261613,0.0,0.001593231221915239,-0.005320353416419155,-4.861908466482427,0.16714811215940542,0.049626659757895875,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
64,9.0,0.06,-1.4981785458336813e-09,4.801592060101902e-09,0.9824335789326435,0.0008296281709831987,0.0003370850425081784,0.0,-1.2463424404926374e-07,3.60858819685122e-07,-0.5856468132022933,0.032614981453348006,0.014980249937593924,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
65,9.0,0.12000000000000001,-3.003861256382151e-08,7.736634654521415e-08,0.9296852697785197,0.003603268386429548,0.0015596027243995891,0.0,-7.379998918472271e-07,1.8287190032785343e-06,-1.1730287062363152,0.06480759903844513,0.029422155053456203,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
66,9.0,0.18,5.499770330981414e-08,-1.1180962611091257e-07,0.8415845792350768,0.008236353640788785,0.0036135297533901323,0.0,5.9051335698996715e-06,-1.3490016050271072e-05,-1.7643638658848542,0.09461974224369243,0.042434989630300915,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
67,9.0,0.23999999999999996,1.4102002350151362e-06,-3.2184259117797354e-06,0.7178266200635082,0.014531205904780187,0.00639473621294151,0.0,4.738342086037e-05,-0.00010868255930756294,-2.361918255733186,0.12008421839765639,0.05321577024116898,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
68,9.0,0.3,7.670834015480751e-06,-1.759765115960445e-05,0.5579696817763846,0.022193134382132662,0.009758229783003891,0.0,0.0001798009354868111,-0.00041340178731236437,-2.967990911629558,0.13970539630226544,0.06120576635480198,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
69,9.0,0.36000000000000004,2.683024409310082e-05,-6.176309471101655e-05,0.36143307202165764,0.03086360754512185,0.013534598884654692,0.0,0.0004928728872426806,-0.0011383680330977273,-3.5849197404648105,0.15269596269431543,0.06619536371009738,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
70,9.0,0.4200000000000001,7.33025541283711e-05,-0.00016946125484379552,0.12749465052377648,0.040163222046294855,0.017552106993476535,0.0,0.0011109725315859307,-0.0025812837473245527,-4.215086214639701,0.15922783014046848,0.06844019588847916,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455468381486889
71,9.0,0.48000000000000015,0.00016994369183355215,-0.0003948481950235477,0.0,0.049746777826719324,0.02166559070445473,0.0,0.002190917732891938,-0.005124594478266254,-4.860920276985029,0.1607032528936828,0.06879181540385527,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
72,10.0,0.06,-1.2177239475178277e-09,5.072909214084523e-09,0.9824333117124149,0.0008671706494238762,0.0002864509614433075,0.0,-1.0307480951337043e-07,3.793637535466661e-07,-0.585655707018427,0.03382298152058536,0.012926494910089261,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
73,10.0,0.12000000000000001,-2.5259773401820168e-08,8.076209944892846e-08,0.929684286110692,0.0037529618407123877,0.0013370967224641817,0.0,-6.224915160732339e-07,1.901149151811783e-06,-1.1730436844434107,0.06729703899542702,0.0253819689715052,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
74,10.0,0.18,4.8475891494885145e-08,-1.166330898171405e-07,0.8415826597787599,0.008575084312592907,0.0031058001366766064,0.0,5.085554076327198e-06,-1.4058028595237186e-05,-1.7643800656682513,0.09842373819130469,0.03661471182990006,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
75,10.0,0.23999999999999996,1.2140571657909802e-06,-3.3511710763374637e-06,0.7178238673228025,0.015134905373712648,0.005504003422090342,0.0,4.0755566753290524e-05,-0.00011315234690851514,-2.3619297918419013,0.12516664349490692,0.04594948620036367,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
76,10.0,0.3,6.601421449604119e-06,-1.8323988576051505e-05,0.5579665525048187,0.023133006726640204,0.008408393994808527,0.0,0.00015477621479994798,-0.0004305488774575173,-2.9679918195016817,0.14595436654127186,0.05291201613227446,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
77,10.0,0.36000000000000004,2.3104157786139133e-05,-6.43412389295439e-05,0.3614303414386381,0.032202411114125695,0.011674476162384373,0.0,0.0004247090493655032,-0.001186487924853062,-3.5849052990421253,0.159923090560215,0.057314982827960895,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
78,10.0,0.4200000000000001,6.317462222324354e-05,-0.0001766555463544296,0.12749330226594208,0.04195160426153155,0.01515492875961133,0.0,0.0009583608697477915,-0.0026930524213914474,-4.2150540706905515,0.1671692414170162,0.059355717461100806,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390190444788
79,10.0,0.48000000000000015,0.00014659287158771416,-0.000411950640707999,0.0,0.05201957364399057,0.018723770045402155,0.0,0.001892019452136882,-0.005352414118544629,-4.860871543821069,0.16902978015356027,0.05972852944049779,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
80,11.0,0.06,-3.4434659353847214e-09,1.0202439980943475e-08,0.982465630053665,0.0011529524016919979,0.0005013522263421777,0.0,-2.7555805963887716e-07,7.454706234725605e-07,-0.5845781069059637,0.04255380921917075,0.02128663004996168,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
81,11.0,0.12000000000000001,-7.529605064742177e-08,1.7914567768785232e-07,0.9298129922906077,0.004843703682291256,0.0022606333967729597,0.0,-2.229522970475054e-06,5.074254856695996e-06,-1.170906950762457,0.08464904168462989,0.041857110415173586,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
82,11.0,0.18,-1.0328657312402678e-07,2.553106298803444e-07,0.8418689937617391,0.01096027653333742,0.005201375879411607,0.0,4.2441926830801155e-06,-8.829997034007787e-06,-1.7612600871102708,0.12376036685889401,0.060436955443982435,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
83,11.0,0.23999999999999996,1.4376521349999883e-06,-3.013963874125524e-06,0.718322932694194,0.019245068870340276,0.00917626568851393,0.0,5.8228848760686455e-05,-0.000123774979158187,-2.3579551411393442,0.15731136559204245,0.07587482859048728,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
84,11.0,0.3,9.616209261533119e-06,-2.0427991745518387e-05,0.5587246769200489,0.029317219255815097,0.013980662627011142,0.0,0.00024026520332119693,-0.0005121968878918138,-2.9633260025453083,0.18332149106419104,0.0873619077185907,0.0,432.22452516170324,429.9889051532118,430.6970266920337,432.3471145565065,-5.455390719336007
